"","ip","date","hour","minute","seconds","zone","request1","request2","status","respsize","url","computer","timeR","attaque"
"502","192.108.116.88","15/Dec/2017","15","38","44","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"503","192.108.116.88","15/Dec/2017","15","38","44","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"504","192.108.116.88","15/Dec/2017","15","38","44","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"505","192.108.116.88","15/Dec/2017","15","38","45","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",127,0
"506","192.108.116.88","15/Dec/2017","15","38","45","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"507","192.108.116.88","15/Dec/2017","15","38","45","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"508","192.108.116.88","15/Dec/2017","15","38","45","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",87,0
"509","192.108.116.88","15/Dec/2017","15","38","45","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"510","192.108.116.88","15/Dec/2017","15","38","45","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"511","192.108.116.88","15/Dec/2017","15","38","47","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"512","192.108.116.88","15/Dec/2017","15","38","47","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"513","192.108.116.88","15/Dec/2017","15","38","47","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"514","192.108.116.88","15/Dec/2017","15","38","47","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",120,0
"515","192.108.116.88","15/Dec/2017","15","38","47","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",3,0
"516","192.108.116.88","15/Dec/2017","15","38","47","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",2,0
"517","192.108.116.88","15/Dec/2017","15","38","48","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",135,0
"518","192.108.116.88","15/Dec/2017","15","38","48","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"519","192.108.116.88","15/Dec/2017","15","38","48","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"520","192.108.116.88","15/Dec/2017","15","38","50","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"521","192.108.116.88","15/Dec/2017","15","38","50","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"522","192.108.116.88","15/Dec/2017","15","38","50","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"523","192.108.116.88","15/Dec/2017","15","38","50","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",98,0
"524","192.108.116.88","15/Dec/2017","15","38","51","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"525","192.108.116.88","15/Dec/2017","15","38","51","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"526","192.108.116.88","15/Dec/2017","15","38","51","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",90,0
"527","192.108.116.88","15/Dec/2017","15","38","51","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"528","192.108.116.88","15/Dec/2017","15","38","51","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"529","192.108.116.88","15/Dec/2017","15","38","53","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"530","192.108.116.88","15/Dec/2017","15","38","53","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"531","192.108.116.88","15/Dec/2017","15","38","53","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"532","192.108.116.88","15/Dec/2017","15","38","54","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",164,0
"533","192.108.116.88","15/Dec/2017","15","38","54","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"534","192.108.116.88","15/Dec/2017","15","38","54","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",2,0
"535","192.108.116.88","15/Dec/2017","15","38","54","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",92,0
"536","192.108.116.88","15/Dec/2017","15","38","54","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"537","192.108.116.88","15/Dec/2017","15","38","54","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"538","192.108.116.88","15/Dec/2017","15","38","56","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"539","192.108.116.88","15/Dec/2017","15","38","56","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"540","192.108.116.88","15/Dec/2017","15","38","56","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"541","192.108.116.88","15/Dec/2017","15","38","57","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",112,0
"542","192.108.116.88","15/Dec/2017","15","38","57","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"543","192.108.116.88","15/Dec/2017","15","38","57","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"544","192.108.116.88","15/Dec/2017","15","38","57","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",88,0
"545","192.108.116.88","15/Dec/2017","15","38","57","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"546","192.108.116.88","15/Dec/2017","15","38","57","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"547","192.108.116.88","15/Dec/2017","15","38","59","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"548","192.108.116.88","15/Dec/2017","15","38","59","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"549","192.108.116.88","15/Dec/2017","15","38","59","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"550","192.108.116.88","15/Dec/2017","15","38","59","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",91,0
"551","192.108.116.88","15/Dec/2017","15","38","59","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"552","192.108.116.88","15/Dec/2017","15","38","59","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",3,0
"553","192.108.116.88","15/Dec/2017","15","39","00","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",97,0
"554","192.108.116.88","15/Dec/2017","15","39","00","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"555","192.108.116.88","15/Dec/2017","15","39","00","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"556","192.108.116.88","15/Dec/2017","15","39","02","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",2,0
"557","192.108.116.88","15/Dec/2017","15","39","02","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"558","192.108.116.88","15/Dec/2017","15","39","02","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"559","192.108.116.88","15/Dec/2017","15","39","02","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",121,0
"560","192.108.116.88","15/Dec/2017","15","39","02","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"561","192.108.116.88","15/Dec/2017","15","39","02","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"562","192.108.116.88","15/Dec/2017","15","39","03","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",129,0
"563","192.108.116.88","15/Dec/2017","15","39","03","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"564","192.108.116.88","15/Dec/2017","15","39","03","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"565","192.108.116.88","15/Dec/2017","15","39","05","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"566","192.108.116.88","15/Dec/2017","15","39","05","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"567","192.108.116.88","15/Dec/2017","15","39","05","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"568","192.108.116.88","15/Dec/2017","15","39","06","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",211,0
"569","192.108.116.88","15/Dec/2017","15","39","06","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"570","192.108.116.88","15/Dec/2017","15","39","06","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"571","192.108.116.88","15/Dec/2017","15","39","06","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",165,0
"572","192.108.116.88","15/Dec/2017","15","39","06","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"573","192.108.116.88","15/Dec/2017","15","39","06","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"574","192.108.116.88","15/Dec/2017","15","39","09","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"575","192.108.116.88","15/Dec/2017","15","39","09","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"576","192.108.116.88","15/Dec/2017","15","39","09","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"577","192.108.116.88","15/Dec/2017","15","39","09","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",90,0
"578","192.108.116.88","15/Dec/2017","15","39","09","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"579","192.108.116.88","15/Dec/2017","15","39","09","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"580","192.108.116.88","15/Dec/2017","15","39","09","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",88,0
"581","192.108.116.88","15/Dec/2017","15","39","09","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"582","192.108.116.88","15/Dec/2017","15","39","09","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"583","192.108.116.88","15/Dec/2017","15","39","11","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"584","192.108.116.88","15/Dec/2017","15","39","11","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"585","192.108.116.88","15/Dec/2017","15","39","11","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"586","192.108.116.88","15/Dec/2017","15","39","12","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",90,0
"587","192.108.116.88","15/Dec/2017","15","39","12","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"588","192.108.116.88","15/Dec/2017","15","39","12","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"589","192.108.116.88","15/Dec/2017","15","39","12","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",95,0
"590","192.108.116.88","15/Dec/2017","15","39","12","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"591","192.108.116.88","15/Dec/2017","15","39","12","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"592","192.108.116.88","15/Dec/2017","15","39","14","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"593","192.108.116.88","15/Dec/2017","15","39","14","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
